,CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
2445,6118000090038,ADO,METFORMINE,850,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE,34.00,21.20,34.00,G,70%
2446,6118001100583,TROBICINE,SPECTINOMYCINE,2,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,85.00,-,85.00,P,70%
2447,6118000190264,CETAMYL,PARACETAMOL,80,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,9.00,5.60,9.00,G,70%
2448,6118010118685,URADOX 2MG,DOXAZOSINE,2,MG,COMPRIME,1 BOITE 20 COMPRIME,53.00,35.00,53.00,G,0%
2449,6118000050940,URADOX 2MG,DOXAZOSINE,2,MG,COMPRIME,1 BOITE 20 COMPRIME,53.00,35.00,53.00,G,0%
2450,6118000190851,ROXID,NIFUROXAZIDE,200,MG,GELULE,1 BOITE 16 GELULE,18.30,11.40,18.30,G,70%
2451,6118000032953,ZYRDOL 500 MG/100ML,METRONIDAZOLE,500,MG,SOLUTION POUR PERFUSION,1 FLACON 100 ML,45.00,28.00,45.00,G,70%
2452,6118001030408,VOLTARENE SR,DICLOFENAC,75,MG,COMPRIME LP,1 BOITE 20 COMPRIME,76.20,47.50,52.20,P,70%
2453,6118000241195,CLENIDERM,BECLOMETASONE,0.025,%,CREME,1 TUBE 30 G,20.00,13.20,20.00,G,0%
2454,6118001220274,HIBOR 7500 UI ANTI XA,BEMIPARINE,7500,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE PREREMPLIE,309.70,204.90,309.70,P,0%
2455,6118001200436,EBETAXEL,PACLITAXEL,100,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 16.7 ML,1563.00,1300.00,1563.00,G,70%
2456,6118001020744,VIVAMYNE MULTI,MULTIVITAMINES ET MINERAUX,nan,nan,COMPRIME ENROBE,1 BOITE 15 COMPRIME,37.00,-,37.00,P,0%
2457,6118000180067,BRONCHOCIST ADULTES,CARBOCYSTEINE,2,%,SOLUTION BUVABLE,1 FLACON 125 ML,20.40,13.50,20.40,G,0%
2458,6118000050308,NEOCIP,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,110.00,68.50,110.00,G,70%
2459,6118000241065,POTASSIUM CHLORURE,CHLORURE DE POTASSIUM,20,%,SOLUTION POUR PERFUSION,1 BOITE 100 AMPOULE,-,137.70,137.70,G,0%
2460,6118001310012,STIMOL 1 G,CITRULINE MALEATE,1,G,POUDRE EFFERVESCENTE POUR SOLUTION BUVABLE,1 BOITE 18 SACHET DOSE,82.90,54.80,82.90,P,0%
2461,6118001071142,HUMALOG,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,5 CARTOUCHE 3 ML,499.00,331.00,499.00,P,70%
2462,6118000150077,BEROCCA,MULTIVITAMINES ET MINERAUX,nan,nan,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME EFFERVESCENT,39.00,25.80,39.00,P,0%
2463,6118000020899,UMULINE NPH,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 FLACON 10 ML,166.00,103.70,130.00,P,70%
2464,6118001160372,GARDASIL,"VACCIN QUADRIVALENT CONTRE LE VIRUS HPV SEROTYPES 6,11,16 et 18",nan,nan,SUSPENSION INJECTABLE,1 BOITE 10 FLACON,7999.00,5291.30,7999.00,P,0%
2465,6118000230069,ALGIXENE,NAPROXENE,250,MG,GELULE,1 BOITE 30 GELULE,47.90,29.80,47.90,G,70%
2466,6118001110063,HUMEX (FOURNIER) TAMPON,LEVOMENTHOL / CAMPHRE RACEMIQUE,42.11 / 42.11,G / G,TAMPON POUR INHALATION,1 BOITE 1 TAMPON,19.00,12.60,19.00,G,0%
2467,6118001030873,MYFORTIC 180 MG,ACIDE MYCOPHENOLIQUE,180,MG,COMPRIME PELLICULE GASTRO-RESISTANT,1 BOITE 120 COMPRIME PELLICULE GASTRO-RESISTANT,-,1092.60,1092.60,P,0%
2468,6118001070022,ACTICARBINE,CHARBON ACTIVE / PAPAVERINE,70 / 14,MG / MG,COMPRIME ENROBE,1 BOITE 42 COMPRIME,24.50,16.20,24.50,P,0%
2469,6118010000089,CETIRAL,CETIRIZINE,1,MG,SOLUTION BUVABLE,1 FLACON 60 ML,30.00,18.70,30.00,G,70%
2470,6118000071402,CETIRAL,CETIRIZINE,1,MG,SOLUTION BUVABLE,1 FLACON 60 ML,30.00,18.70,30.00,G,70%
2471,6118001300136,DOPEZIL RANBAXY,DONEPEZIL,10,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,506.00,336.70,506.00,G,70%
2472,6118010024818,NORMACIDE,RANITIDINE,150,MG,COMPRIME,1 BOITE 20 COMPRIME,81.50,50.80,81.50,G,70%
2473,6118000091301,NORMACIDE,RANITIDINE,150,MG,COMPRIME,1 BOITE 20 COMPRIME,81.50,50.80,81.50,G,70%
2474,6118000030102,AXIMYCINE,AMOXICILLINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,15.10,9.40,15.10,G,70%
2475,6118010120763,LETROZOLE GT,LETROZOLE,2.5,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,713.00,474.00,713.00,G,70%
2476,6118001270675,LETROZOLE GT,LETROZOLE,2.5,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,713.00,474.00,713.00,G,70%
2477,6118000131069,CEZIN,CETIRIZINE,10,MG,COMPRIME,1 BOITE 28 COMPRIME,38.00,23.70,38.00,G,70%
2478,6118001182640,AMIKLIN,AMIKACINE,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 250 ML,103.80,68.70,103.80,P,70%
2479,6118000081555,GENTAMEN 120,GENTAMICINE,120,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,17.00,11.20,15.80,P,70%
2480,6118001030446,CIBACALCINE,CALCITONINE HUMAINE,0.25,µG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 5 AMPOULE,250.50,165.70,250.50,P,0%
2481,6118010023965,CLAVAM,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,120.00,-,120.00,G,70%
2482,6118000310594,NEOCLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,116.00,72.30,116.00,G,70%
2483,6118000030317,GRISEO,GRISEOFULVINE,125,MG,COMPRIME,1 BOITE 30 COMPRIME,25.80,16.10,25.80,G,70%
2484,6118000022312,OCET 200MG,OFLOXACINE,200,MG,COMPRIME ENROBE,1 BOITE 10 COMPRIME ENROBE,58.90,39.00,58.90,G,0%
2485,6118010035401,ORACEFAL,CEFADROXIL,500,MG,GELULE,1 BOITE 12 GELULE,95.20,-,86.00,P,70%
2486,6118000180555,TROPHIRES COMPOSE ENFANTS,HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL,75 / 300,MG / MG,SUPPOSITOIRE,1 BOITE 8 SUPPOSITOIRE,11.50,-,11.50,P,0%
2487,6118001100415,ESMERON,ROCURONIUM,50,MG,SOLUTION INJECTABLE,1 BOITE 12 AMPOULE INJECTABLE,997.40,659.80,997.40,P,0%
2488,6118000160533,CLAVULIN,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 125,MG / MG,COMPRIME PELLICULE,1 BOITE 12 COMPRIME,147.90,97.80,119.05,P,70%
2489,6118000020868,FIXICAL D3,CALCIUM / COLECALCIFEROL (VITAMINE D3),500 / 400,MG / UI,COMPRIME A CROQUER,1 BOITE 30 COMPRIME,42.20,-,42.20,G,70%
2490,6118001182718,PARAPLATINE,CARBOPLATINE,150,MG,SOLUTION POUR PERFUSION,1 FLACON 15 ML,1871.00,1237.70,686.00,P,70%
2491,6118000050995,NO-DEP,SERTRALINE,50,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,201.00,125.40,201.00,G,70%
2492,6118000012733,LUDIOMIL,MAPROTILINE,75,MG,DRAGEE,1 BOITE 20 DRAGEE,81.30,50.70,81.30,P,70%
2493,6118001271191,FOSTIMON 150 UI/ML,UROFOLLITROPINE,150,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,5 SERINGUE PREREMPLIE 1 ML,1434.00,948.00,1434.00,P,0%
2494,6118000241737,BACTOX,AMOXICILLINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,17.50,11.60,17.50,G,70%
2495,6118001170562,ARTOTEC,DICLOFENAC / MISOPROSTOL,75 / 0.2,MG / MG,COMPRIME GASTRO-RESISTANT,1 BOITE 20 COMPRIME,90.00,59.50,90.00,P,0%
2496,6118001020454,DEXAMETHASONE MYLAN,DEXAMETHASONE,4,MG,SOLUTION INJECTABLE,1 BOITE 20 AMPOULE INJECTABLE,182.40,114.00,182.40,G,70%
2497,6118001181582,LEDERTREXATE,METHOTREXATE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,492.50,325.60,492.50,P,70%
2498,6118010118371,SODRIX 2.5MG,INDAPAMIDE,2.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,36.00,22.50,36.00,G,70%
2499,6118000180760,SODRIX 2.5MG,INDAPAMIDE,2.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,36.00,22.50,36.00,G,70%
2500,6118001081592,TRIATEC PROTECT,RAMIPRIL,10,MG,COMPRIME SECABLE,1 BOITE 15 COMPRIME,112.00,70.00,56.00,P,70%
2501,6118000032281,OPTICILLINE,AMPICILLINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,48.50,32.10,48.50,G,70%
2502,6118001270064,CATARSTAT,PYRIDOXINE (VITAMINE B6) / ACIDE L GLUTAMIQUE,2 / 38,MG / MG,COLLYRE,1 FLACON 10 ML,35.90,23.70,35.90,G,0%
2503,6118001100798,LANSOYL GEL,PARAFFINE LIQUIDE,78,G,GEL ORAL,1 POT 225 G,40.70,-,40.70,P,0%
2504,6118010024825,NORMACIDE,RANITIDINE,300,MG,COMPRIME,1 BOITE 20 COMPRIME,122.40,76.30,122.40,G,70%
2505,6118000091318,NORMACIDE,RANITIDINE,300,MG,COMPRIME,1 BOITE 20 COMPRIME,122.40,76.30,122.40,G,70%
2506,6118001141449,ZINNAT,CEFUROXIME,250,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,195.20,129.10,99.40,P,70%
2507,6118000031642,LIDOCAINE 2% LAPROPHAN ADRENALINE,ADRENALINE / LIDOCAINE,0.125 / 2,% / %,SOLUTION INJECTABLE,1 AMPOULE 10 ML,9.90,6.20,9.90,G,70%
2508,6118001081226,MONO-TILDIEM LP,DILTIAZEM,200,MG,GELULE LP,1 BOITE 28 GELULE,181.40,113.30,181.40,P,70%
2509,6118001180332,MONO-TILDIEM LP,DILTIAZEM,200,MG,GELULE LP,1 BOITE 28 GELULE,181.40,113.30,181.40,P,70%
2510,6118010120367,SEBIVO 600 MG,TELBIVUDINE,600,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,-,1782.60,1782.60,P,0%
2511,6118001030842,SEBIVO 600 MG,TELBIVUDINE,600,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,-,1782.60,1782.60,P,0%
2512,6118000020936,BACICOLINE,BACITRACINE / COLISTIMETHATE,25000000 / 1,UI / G,POUDRE ET SOLVANT POUR COLLYRE,1 BOITE 1 FLACON,35.00,23.15,35.00,P,0%
2513,6118010025419,STREPTOCID,AMOXICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,32.00,19.90,32.00,G,70%
2514,6118000090847,STREPTOCID,AMOXICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,32.00,19.90,32.00,G,70%
2515,6118001080038,LANZOR,LANSOPRAZOLE,30,MG,GELULE GASTRO-RESISTANTE,1 BOITE 15 GELULE,171.20,106.70,75.00,P,70%
2516,6118001081318,XATRAL LP,ALFUZOSINE,5,MG,COMPRIME ENROBE LP,1 BOITE 56 COMPRIME,454.40,300.60,454.40,P,70%
2517,6118000041306,ANGLOR,AMLODIPINE,10,MG,COMPRIME,1 BOITE 28 COMPRIME,77.40,48.40,77.40,G,70%
2518,6118000030782,ZADITEN,KETOTIFENE,1,MG,SOLUTION BUVABLE,1 FLACON 150 ML,67.70,44.80,67.70,P,0%
2519,6118010024566,LACTEOL FORT,LACTOBACILLUS ACIDOPHILLUS,10000,MUI,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 20 SACHET,37.50,-,37.50,P,0%
2520,6118000220145,SINTROM,ACENOCOUMAROL,4,MG,COMPRIME QUADRISECABLE,1 BOITE 10 COMPRIME SECABLE,17.90,11.20,17.90,P,70%
2521,6118001200337,ULTRAVIST,IOPROMIDE,300,MG,SOLUTION INJECTABLE,1 FLACON 20 ML,108.20,71.60,108.20,P,0%
2522,6118000230229,TMS 500 MG,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME,40.00,24.90,40.00,G,70%
2523,6118001184163,REVLIMID 10 MG,LENALIDOMIDE,10,MG,GELULE,1 BOITE 21 GELULE,-,50475.00,50475.00,P,0%
2524,6118001120437,DOSTINEX,CABERGOLINE,0.5,MG,COMPRIME,1 BOITE 2 COMPRIME,156.60,97.60,156.60,P,70%
2525,6118010116384,ONIFINE,TERBINAFINE,250,MG,COMPRIME,1 BOITE 28 COMPRIME,237.00,147.70,237.00,G,70%
2526,6118001151035,ONIFINE,TERBINAFINE,250,MG,COMPRIME,1 BOITE 28 COMPRIME,237.00,147.70,237.00,G,70%
2527,6118000100188,TRIVASTAL,PIRIBEDIL,20,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,23.50,15.50,23.50,P,70%
2528,6118000240518,NEO-CODION ADULTES,CODEINE,0.1722,%,SIROP,1 FLACON 150 ML,17.60,11.60,17.60,P,0%
2529,6118000081531,AMEP 10,AMLODIPINE,10,MG,COMPRIME,1 BOITE 14 COMPRIME,54.80,34.20,54.80,G,70%
2530,6118010000232,GLIDIABET,GLIBENCLAMIDE,5,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,45.50,30.10,45.50,G,70%
2531,6118001310043,ACUPAN,NEFOPAM,20,MG,SOLUTION INJECTABLE,5 AMPOULE 2 ML,52.40,32.70,52.40,P,70%
2532,6118001120383,NOVORAPID PENFILL,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,5 CARTOUCHE 3 ML,517.00,344.00,517.00,P,70%
2533,6118001183883,ESTRAPATCH 80 µG/24 HEURES,ESTRADIOL,2.50,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 4 PATCH,95.50,63.20,95.50,P,0%
2534,6118010000645,CRESTOR,ROSUVASTATINE,10,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,260.00,162.00,260.00,P,70%
2535,6118001183111,CRESTOR,ROSUVASTATINE,10,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,260.00,162.00,260.00,P,70%
2536,6118001120871,VISKEN,PINDOLOL,5,MG,COMPRIME,1 BOITE 50 COMPRIME,56.10,37.10,56.10,P,70%
2537,6118000021506,AZILIDE 200 MG/ 5 ML,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,69.00,45.60,69.00,G,0%
2538,6118001120062,HOLOXAN,IFOSFAMIDE,2,G,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,826.00,549.00,826.00,P,70%
2539,6118001090280,CARDIOASPIRINE,ACIDE ACETYLSALICYLIQUE,100,MG,COMPRIME GASTRO-RESISTANT,1 BOITE 30 COMPRIME,31.60,19.80,31.60,P,70%
2540,6118010118135,CEZIN,CETIRIZINE,10,MG,COMPRIME,1 BOITE 7 COMPRIME,11.00,6.80,11.00,G,70%
2541,6118000131076,CEZIN,CETIRIZINE,10,MG,COMPRIME,1 BOITE 7 COMPRIME,11.00,6.80,11.00,G,70%
2542,6118000190974,RANITIL,RANITIDINE,150,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME,81.00,50.50,81.00,G,70%
2543,6118000340140,INIKAL 10 MG,AMLODIPINE,10,MG,COMPRIME,1 BOITE 30 COMPRIME,76.00,47.50,76.00,G,70%
2544,6118001181285,HEXABRIX,IOXAGLATE DE SODIUM ET DE MEGLUMINE,160,MG,SOLUTION INJECTABLE,1 FLACON 100 ML,385.40,254.90,385.40,P,0%
2545,6118001170708,LYRICA,PREGABALIN,200,MG,GELULE,1 BOITE 84 GELULE,1000.00,661.50,1000.00,P,0%
2546,6118010120978,FACTIVE 320 MG,MESYLATE DE GEMIFLOXACINE,426.40,MG,COMPRIME PELLICULE,1 BOITE 5 COMPRIME PELLICULE,213.50,141.20,213.50,P,0%
2547,6118000160809,PENAMOX,AMOXICILLINE,500,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,34.60,21.50,34.60,P,70%
2548,6118010023767,BUCOPEN,PHENOXYMETHYLPENICILLINE,1,MUI,COMPRIME PELLICULE,1 BOITE 12 COMPRIME,29.00,18.10,29.00,G,70%
2549,6118000092193,BUCOPEN,PHENOXYMETHYLPENICILLINE,1,MUI,COMPRIME PELLICULE,1 BOITE 12 COMPRIME,29.00,18.10,29.00,G,70%
2550,6118000100096,DUXIL,ALMITRINE / RAUBASINE,30 / 10,MG / MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,121.60,-,121.60,P,0%
2551,6118001020898,HYTACAND,CANDESARTAN / HYDROCHLOROTHIAZIDE,16 / 12.5,MG / MG,COMPRIME,1 BOITE 28 COMPRIME,241.00,150.80,241.00,P,70%
2552,6118010035227,VACCIN BCG SSI,LA TUBERCULOSE [BCG],nan,nan,POUDRE POUR SUSPENSION INJECTABLE,1 BOITE 1 FLACON,65.50,40.80,65.50,P,70%
2553,6118001141180,TRITANRIX HB,VACCIN D.T.COQ.HEPATITE B,nan,nan,PREPARATION INJECTABLE,1 BOITE 1 FLACON,122.80,76.50,122.80,P,70%
2554,6118000090878,STREPTOCID,AMOXICILLINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,32.50,20.20,32.50,G,70%
2555,6118010025686,TRIMEDAT,TRIMEBUTINE,150,MG,GELULE,1 BOITE 30 GELULE,74.40,46.40,74.40,G,70%
2556,6118001031092,GALVUS MET 50MG/1000MG,VILDAGLIPTINE / METFORMINE,50 / 1000,MG / MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE,392.00,259.30,392.00,P,0%
2557,6118001230051,URO 3000 CHLORURE DE SODIUM AGUETTANT,CHLORURE DE SODIUM,0.9,G,SOLUTION POUR IRRIGATION,1 POCHE 3 L,105.00,-,105.00,P,0%
2558,6118010032646,EAU P.P.I.,EAU POUR PREPARATION INJECTABLE,10,ML,SOLVANT POUR PEPARATION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE,26.70,17.70,26.70,G,0%
2559,6118000280040,HUMEX NASAL,CHLORURE DE BENZALKONIUM,0.04,%,SOLUTION POUR PULVERISATION NASALE,1 FLACON 15 ML,20.40,13.50,20.40,G,0%
2560,6118001020836,METHYLPREDNISOLONE MYLAN,METHYLPREDNISOLONE,40,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,22.00,13.70,22.00,G,70%
2561,6118000160052,AMOXIL,AMOXICILLINE,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,25.40,15.80,25.40,P,70%
2562,6118000241263,MYNAZOL,FLUCONAZOLE,150,MG,GELULE,1 BOITE 1 GELULE,24.00,14.90,24.00,G,70%
2563,6118000020127,ANTARENE,IBUPROFENE,200,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,23.50,14.60,23.50,G,70%
2564,6118000180326,DIASTER,CORTIVAZOL,0.4,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,34.70,22.90,34.70,P,0%
2565,6118001101788,DETENSIEL,BISOPROLOL,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE,72.00,45.00,72.00,P,70%
2566,6118000120544,DIANE 35,CYPROTERONE / ETHINYLESTRADIOL,2 / 35,MG / µG,COMPRIME ENROBE,1 BOITE 21 COMPRIME,52.10,-,52.10,P,0%
2567,6118001183975,STIMOL 1 G,CITRULINE MALEATE,1,G,POUDRE EFFERVESCENTE POUR SOLUTION BUVABLE,1 BOITE 18 SACHET DOSE,82.90,54.80,82.90,P,0%
2568,6118000022022,ODIA,GLIMEPIRIDE,1,MG,COMPRIME,1 BOITE 60 COMPRIME,73.00,45.60,73.00,G,70%
2569,6118000040262,DOLIPRANE,PARACETAMOL,200,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 12 SACHET,11.20,7.00,11.20,P,70%
2570,6118010120381,STALEVO 50/12.5/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 50 / 13.50,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,404.10,267.30,404.10,P,0%
2571,6118001030699,STALEVO 50/12.5/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 50 / 13.50,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,404.10,267.30,404.10,P,0%
2572,6118001220205,HIBOR 2500 UI ANTI XA,BEMIPARINE,2500,UI,SOLUTION INJECTABLE,1 BOITE 30 SERINGUE PREREMPLIE,671.00,443.90,671.00,P,0%
2573,6118000310150,NAPROXENE PHARMA,NAPROXENE,275,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 6 FLACON,32.60,20.30,32.60,G,70%
2574,6118001000340,ZAREX,CARBOPLATINE,150,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,968.00,687.00,968.00,G,70%
2575,6118000081258,TRIAXON 1G I.M.,CEFTRIAXONE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,114.30,71.20,114.30,G,70%
2576,6118001250554,MEGAFLOX IV,CIPROFLOXACINE,400,MG,SOLUTION POUR PERFUSION,1 FLACON 200 ML,271.00,168.80,271.00,G,70%
2577,6118001150540,RETISOL-A,TRETINOINE,0.025,%,CREME,1 TUBE 25 G,96.80,64.00,96.80,P,0%
2578,6118001181988,PHARMATEX,BENZALKONIUM,54,MG,CREME VAGINALE,1 BOITE 6 TUBE,73.80,48.80,73.80,P,0%
2579,6118001270941,FACTIVE 320 MG,MESYLATE DE GEMIFLOXACINE,426.40,MG,COMPRIME PELLICULE,1 BOITE 5 COMPRIME PELLICULE,213.50,141.20,213.50,P,0%
2580,6118000061472,THIOBACTIN,THIAMPHENICOL,250,MG,COMPRIME,1 BOITE 16 COMPRIME,31.30,19.50,27.50,P,70%
2581,6118001170425,GENOTROPIN,SOMATROPINE,16,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 CARTOUCHE,1212.00,914.00,1212.00,P,70%
2582,6118000032632,OXIFLOR,OFLOXACINE,200,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,112.00,69.80,112.00,G,70%
2583,6118000012887,SILDENAFIL WIN 50 MG,SILDENAFIL,50,MG,COMPRIME PELLICULE,1 BOITE 4 COMPRIME PELLICULE,88.50,58.50,88.50,G,0%
2584,6118010013379,PROGOR,DILTIAZEM,180,MG,GELULE LP,1 BOITE 28 GELULE,122.00,76.20,122.00,G,70%
2585,6118000020691,AGYRAX,MECLOZINE,25,MG,COMPRIME,1 BOITE 30 COMPRIME,25.00,16.50,25.00,P,0%
2586,6118000070627,MEGAFLOX IST,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME,38.00,23.70,38.00,G,70%
2587,6118000091240,FURAZIDE,NITROFURANTOINE,50,MG,COMPRIME,1 BOITE 21 COMPRIME,17.30,10.80,17.30,G,70%
2588,6118000160205,AUGMENTIN,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,70.60,44.00,70.00,P,70%
2589,6118000010937,LIPANTHYL,FENOFIBRATE,100,MG,GELULE,1 BOITE 48 GELULE,43.75,28.90,43.75,P,70%
2590,6118001141104,SERETIDE,FLUTICASONE / SALMETEROL,250 / 50,µG / µG,POUDRE POUR INHALATION,1 DISTRIBUTEUR 60 DOSE,248.00,155.00,248.00,P,70%
2591,6118001021024,AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 50,MG / MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON,160.00,99.70,160.00,G,70%
2592,6118000080763,ATHYMIL,MIANSERINE,30,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,98.30,61.20,98.30,P,70%
2593,6118001121113,FUNGIZONE,AMPHOTERICINE B,3,%,LOTION,1 FLACON 30 ML,18.00,11.20,18.00,P,70%
2594,6118001141364,ZENTEL,ALBENDAZOLE,400,MG,COMPRIME,1 BOITE 1 COMPRIME,37.30,23.20,21.30,P,70%
2595,6118000031147,AXIMYCINE,AMOXICILLINE,500,MG,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME DISPERSIBLE,65.40,40.80,65.40,G,70%
2596,6118001101146,LODOZ,BISOPROLOL / HYDROCHLOROTHIAZIDE,10 / 6.25,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,76.00,47.50,76.00,P,70%
2597,6118001200917,ALPERIDE 200 MG,AMISULPRIDE,200,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,204.00,127.30,204.00,G,70%
2598,6118000061182,DITROPAN,OXYBUTININE,5,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,76.85,50.80,76.85,P,0%
2599,6118000010456,DITROPAN,OXYBUTININE,5,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,76.85,50.80,76.85,P,0%
2600,6118000080022,BRUFEN,IBUPROFENE,500,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,23.90,15.80,23.90,P,70%
2601,6118001120024,ENDOXAN 50 MG,CYCLOPHOSPHAMIDE,50,MG,COMPRIME ENROBE,1 BOITE 50 COMPRIME ENROBE,87.20,54.50,87.20,P,70%
2602,6118000081081,VOGALENE,METOPIMAZINE,10,MG,SOLUTION INJECTABLE,1 BOITE 5 AMPOULE INJECTABLE,15.60,9.70,15.60,P,70%
2603,6118001070237,EMADINE,EMEDASTINE,0.05,%,COLLYRE,1 FLACON 5 ML,100.00,66.15,100.00,P,0%
2604,6118000140689,LACINE,LOSARTAN,50,MG,COMPRIME ENROBE SECABLE,1 BOITE 30 COMPRIME,159.90,100.00,159.90,G,70%
2605,6118010126178,METHOTREXATE BIODIM,METHOTREXATE,5,MG,SOLUTION INJECTABLE,1 FLACON 2 ML,30.70,20.30,30.70,G,70%
2606,6118001182107,RAPIFEN (H),ALFENTANIL,1,MG,SOLUTION INJECTABLE,1 BOITE 5 AMPOULE,-,39.80,39.80,P,0%
2607,6118001140046,AUGMENTIN,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 200,G / MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,47.80,29.80,40.00,P,70%
